journal,paper_id,year,DOI,figure_number,panel,representation,number_of_groups,approximate_n_per_group,raw_points_visible,summary,summary_source,error,error_source,marker_size_relative,marker_edge,marker_fill,jitter_style,bar_width,box_width,palette_type,control_color_behavior,statistical_annotation,p_display,axis_style,legend_style,n_label,zero_baseline,physical_panel_size,confidence_of_measurement,notes,image_path,reviewer,journal_family,n_class
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,A/3,dot_strip,2,caption:n=10,yes,none,none,none,none,medium,none,filled,centered,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,in_caption,yes,small,medium,"KPC xenograft Cys/Cys2 ratio Normal (red) vs Tumor (blue), paired samples joined by pink lines, no summary bar; figure has 17 qualifying panels, first 10 recorded",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,B/1,dot_strip,2,caption:n=11,yes,none,none,none,none,medium,none,filled,centered,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,in_caption,yes,small,medium,"PDAC patient Cys Normal (red) vs Tumor (blue), paired samples joined by lines, no summary bar",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,B/2,dot_strip,2,caption:n=11,yes,none,none,none,none,medium,none,filled,centered,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,in_caption,yes,small,medium,"PDAC patient Cys2 Normal (red) vs Tumor (blue), paired samples joined by lines, no summary bar",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,B/3,dot_strip,2,caption:n=11,yes,none,none,none,none,medium,none,filled,centered,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,in_caption,yes,small,medium,"PDAC patient Cys/Cys2 ratio Normal (red) vs Tumor (blue), paired samples joined by lines, no summary bar",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,medium
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,C/1,dot_strip+summary,4,~10/~10/~10/~10,yes,mean,inferred,unknown,inferred,small,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"Cys across Normal, PanIN, Tumor, Lymph; coloured points with mean and error bars; exact p on brackets incl non-significant values",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,C/2,dot_strip+summary,4,~10/~10/~10/~10,yes,mean,inferred,unknown,inferred,small,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"Cys2 across Normal, PanIN, Tumor, Lymph; coloured points with mean and error bars; exact p on brackets incl non-significant values",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,C/3,dot_strip+summary,4,~10/~10/~10/~10,yes,mean,inferred,unknown,inferred,small,none,filled,jitter,na,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"Cys/Cys2 ratio across Normal, PanIN, Tumor, Lymph; coloured points with mean and error bars; exact p on brackets incl non-significant values",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,1,F/1,dot_strip+summary,4,3/3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,centered,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,"MiaPaCa-2 Cys levels Ctrl / CLS 24h / CLS 48h / CLSA25; mean with SD bar; exact p printed rotated beside groups; panels F/2-F/4, L, N, P, R not recorded (10-panel cap)",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig01_Fig1.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,2,D/1,bar+points,2x2,caption:n=3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,p_value_only,exact,LB,above,in_caption,yes,small,medium,aconitase activity MiaPaCa-2; grouped bars Ctrl (blue) vs CLSA-25 (red) for ACO1 and ACO2 with points; exact p printed rotated; colour key above panel,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig02_Fig2.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,2,D/2,bar+points,2x2,caption:n=3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,p_value_only,exact,LB,above,in_caption,yes,small,medium,aconitase activity KPC; grouped bars Ctrl (blue) vs CLSA-25 (red) for ACO1 and ACO2 with points; exact p printed rotated; colour key above panel,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig02_Fig2.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,2,D/3,bar+points,2x2,caption:n=3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,p_value_only,exact,LB,above,in_caption,yes,small,medium,aconitase activity Pan02; grouped bars Ctrl (blue) vs CLSA-25 (red) for ACO1 and ACO2 with points; exact p printed rotated; colour key above panel,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig02_Fig2.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,D,dot_strip+summary,2,caption:n=18,yes,median,inferred,none,none,medium,none,filled,jitter,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,above_category,yes,small,medium,"G6PD IHC intensity Tumor (red) vs Normal (blue), median line, n=18 printed above panel; figure has 11 qualifying panels, first 10 recorded",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,medium
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,H/1,bar+points,3,3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"dATP in Ctrl (blue), CLSA (red), CLSA+G6PD KD (purple); coloured bars with same-colour points and SD bars; exact p above brackets",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,H/2,bar+points,3,3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"dGTP in Ctrl (blue), CLSA (red), CLSA+G6PD KD (purple); coloured bars with same-colour points and SD bars; exact p above brackets",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,H/3,bar+points,3,3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"dCTP in Ctrl (blue), CLSA (red), CLSA+G6PD KD (purple); coloured bars with same-colour points and SD bars; exact p above brackets",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,H/4,bar+points,3,3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"dTTP in Ctrl (blue), CLSA (red), CLSA+G6PD KD (purple); coloured bars with same-colour points and SD bars; exact p above brackets",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,I/1,bar+points,3,3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,dATP second cell line; same styling as H,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,I/2,bar+points,3,3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,dGTP second cell line; same styling as H,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,I/3,bar+points,3,3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,dCTP second cell line; same styling as H,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,I/4,bar+points,3,3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,dTTP second cell line; same styling as H,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,4,J/1,bar+points,3,3/3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,"NADPH/NADP+ ratio MiaPaCa-2; Ctrl blue, CLSA red, CLSA+G6PD KD purple; panel J/2 not recorded (10-panel cap)",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig04_Fig4.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,5,F,bar+points,2x2,~6-8 per bar,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+p_value,exact,LB,none,none,yes,small,medium,tumor weight Ctrl vs CLSA under Veh. and Lom.; blue/red bars with points and SD; exact p incl 0.082 and 0.98 above brackets,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig05_Fig5.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,5,I/1,bar+points,2,3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,TG levels PANC-1 Veh. (blue) vs Lom. (red); exact p above,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig05_Fig5.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,5,I/2,bar+points,2,3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,TG levels MiaPaCa2 Veh. (blue) vs Lom. (red); exact p above,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig05_Fig5.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,5,K/1,dot_strip+summary,2,~25/~28,yes,mean,inferred,SD,inferred,small,none,filled,jitter,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,LDs per cell PANC-1 Veh. (blue) vs Lom. (red); mean with SD bars; exact p above,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig05_Fig5.jpg,gc_nature,Nature,medium
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,5,K/2,dot_strip+summary,2,~25/~28,yes,mean,inferred,SD,inferred,small,none,filled,jitter,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,LDs per cell MiaPaCa2 Veh. (blue) vs Lom. (red); mean with SD bars; exact p above,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig05_Fig5.jpg,gc_nature,Nature,medium
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,5,P/1,bar+points,2x3,3 per bar,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,mixed,LB,above,none,yes,small,medium,"cell death MiaPaCa-2; Ctrl (blue) vs CLSA-25 (red) bars across siRNA combinations (Ctrl si, DGAT1 si, DGAT2 si matrix under axis); brackets with stars plus exact p",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig05_Fig5.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,5,P/2,bar+points,2x3,3 per bar,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,mixed,LB,above,none,yes,small,medium,"cell death PANC-1; Ctrl (blue) vs CLSA-25 (red) bars across siRNA combinations (Ctrl si, DGAT1 si, DGAT2 si matrix under axis); brackets with stars plus exact p",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig05_Fig5.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,6,D/1,bar+points,2,3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,TG levels MiaPaCa-2 Ctrl (blue) vs CLSA (red); exact p above incl p=0.068,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig06_Fig6.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,6,D/2,bar+points,2,3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,TG levels PANC-1 Ctrl (blue) vs CLSA (red); exact p above incl p=0.068,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig06_Fig6.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,6,F,dot_strip+summary,2,~22/~24,yes,mean,inferred,SD,inferred,small,none,filled,jitter,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,LDs per cell MiaPaCa-2 Ctrl (blue) vs CLSA25 (red); mean with SD bars; exact p above,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig06_Fig6.jpg,gc_nature,Nature,medium
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,6,G,dot_strip+summary,2,~24/~24,yes,mean,inferred,SD,inferred,small,none,filled,jitter,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,LDs per cell PANC-1 Ctrl vs CLSA25; same styling as F,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig06_Fig6.jpg,gc_nature,Nature,medium
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,6,I/1,bar+points,2,3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,TG levels MiaPaCa-2 Ctrl (blue) vs KD (red); exact p above,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig06_Fig6.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,6,I/2,bar+points,2,3/3,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,TG levels PANC-1 Ctrl (blue) vs KD (red); exact p above,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig06_Fig6.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,6,J,bar+points,8x4,3 per bar,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,mixed,LB,inside,none,yes,large,medium,"PA (C16:0) fractional labeling; grouped bars across isotopologues M+2 to M+16 for Ctrl (blue), CLSA-25 (red), Ctrl+G6PDi (teal), CLSA-25+G6PDi (purple); mixed stars and exact p above brackets; broken y axis; legend at right inside",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig06_Fig6.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,6,K,bar+points,9x4,3 per bar,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,coloured,bracket+stars,mixed,LB,none,none,yes,large,medium,"SA (C18:0) fractional labeling; same styling as J, isotopologues M+2 to M+18",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig06_Fig6.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,6,M,dot_strip+summary,2,~28/~28,yes,mean,inferred,SD,inferred,medium,none,filled,jitter,na,na,multi_categorical,coloured,p_value_only,exact,LB,none,none,yes,small,medium,lipid droplets per cell Normal (blue) vs PDAC (red); mean with SD bars; exact p above,../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig06_Fig6.jpg,gc_nature,Nature,medium
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,7,G/1,bar+points,4,~5 per bar,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,black,bracket+stars,mixed,LB,none,none,yes,small,medium,"tumor weight PDX-1: Ctrl (black), Lom. (red), mFOL. (blue), Lom.+mFOL. (orange) bars with points and SD; stars plus exact p above brackets",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig07_Fig7.jpg,gc_nature,Nature,small
Nature communications,PMC12872613,2025,10.1038/s41467-025-68099-0,7,G/2,bar+points,4,~5 per bar,yes,mean,inferred,SD,inferred,small,none,filled,jitter,medium,na,multi_categorical,black,bracket+stars,mixed,LB,none,none,yes,small,medium,"tumor weight PDX-2: Ctrl (black), Lom. (red), mFOL. (blue), Lom.+mFOL. (orange) bars with points and SD; stars plus exact p above brackets",../make_my_plot/figure_library/nature/2025_Li_adaptation_to_cystine_limitation_stress_/figures/fig07_Fig7.jpg,gc_nature,Nature,small
