paper_id,journal,journal_family,year,figure_number,image_path,route,image_width_px,image_height_px,figure_aspect,typeset_width_mm,width_evidence,width_assumption,n_panels_detected,n_text_lines,text_size_clusters_pt,smallest_cluster_pt,dominant_cluster_pt,largest_cluster_pt,text_evidence,stroke_pt_inferred,line_widths_pt_observed,coloured_fraction,n_hue_clusters,mean_saturation,dark_fraction,license_url
PMC13441889,Nature Methods,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13441889/typeset/fig03_typeset_600dpi.png,typeset_pdf,4412,2811,1.57,186.74,OBSERVED,,1,111,"[{""pt"": 5.53, ""n_lines"": 47}, {""pt"": 6.87, ""n_lines"": 28}]",5.53,5.53,6.87,INFERRED,,"{""0.04"": 60, ""0.25"": 15, ""0.40"": 10, ""1.00"": 8, ""0.31"": 6, ""0.20"": 6, ""3.06"": 3, ""1.53"": 2, ""0.12"": 2, ""0.51"": 1, ""0.76"": 1}",0.0427,1,0.724,0.0759,https://creativecommons.org/licenses/by/4.0/
PMC13441889,Nature Methods,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13441889/typeset/fig04_typeset_600dpi.png,typeset_pdf,4375,2127,2.057,185.17,OBSERVED,,5,127,"[{""pt"": 5.53, ""n_lines"": 50}, {""pt"": 7.04, ""n_lines"": 24}]",5.53,5.53,7.04,INFERRED,,"{""0.25"": 24, ""0.55"": 20, ""0.41"": 12, ""0.16"": 7}",0.0204,3,0.514,0.0565,https://creativecommons.org/licenses/by/4.0/
PMC13441889,Nature Methods,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13441889/typeset/fig05_typeset_600dpi.png,typeset_pdf,3611,2137,1.69,152.8,OBSERVED,,1,100,"[{""pt"": 2.35, ""n_lines"": 13}, {""pt"": 3.69, ""n_lines"": 21}, {""pt"": 5.19, ""n_lines"": 27}, {""pt"": 7.04, ""n_lines"": 18}]",2.35,5.19,7.04,INFERRED,,"{""1.00"": 2, ""1.05"": 1, ""2.00"": 1}",0.0212,3,0.652,0.0539,https://creativecommons.org/licenses/by/4.0/
PMC13441889,Nature Methods,Nature,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13441889/typeset/fig06_typeset_600dpi.png,typeset_pdf,4387,3626,1.21,185.68,OBSERVED,,4,69,"[{""pt"": 3.69, ""n_lines"": 7}, {""pt"": 5.53, ""n_lines"": 26}, {""pt"": 6.54, ""n_lines"": 16}, {""pt"": 18.77, ""n_lines"": 7}]",3.69,5.53,18.77,INFERRED,,"{""0.51"": 5, ""1.00"": 1}",0.0238,4,0.778,0.0543,https://creativecommons.org/licenses/by/4.0/
PMC13442000,Nature Methods,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/typeset/fig01_typeset_300dpi.png,typeset_pdf,2003,2523,0.794,169.51,OBSERVED,,1,181,"[{""pt"": 5.36, ""n_lines"": 27}, {""pt"": 6.7, ""n_lines"": 112}, {""pt"": 8.38, ""n_lines"": 19}]",5.36,6.7,8.38,INFERRED,0.48,"{""0.50"": 72, ""0.16"": 18, ""1.00"": 17, ""0.38"": 8, ""1.18"": 4, ""0.79"": 3, ""1.23"": 2, ""1.50"": 2, ""0.75"": 2, ""0.39"": 1, ""0.56"": 1}",0.076,3,0.842,0.082,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13442000,Nature Methods,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/typeset/fig02_typeset_600dpi.png,typeset_pdf,4344,3199,1.358,183.85,OBSERVED,,7,99,"[{""pt"": 5.53, ""n_lines"": 28}, {""pt"": 6.53, ""n_lines"": 43}, {""pt"": 8.38, ""n_lines"": 14}]",5.53,6.53,8.38,INFERRED,3.0,"{""0.50"": 62, ""0.25"": 9, ""0.75"": 6, ""0.60"": 6, ""0.71"": 3, ""0.57"": 2, ""1.00"": 2, ""0.74"": 1}",0.049,4,0.631,0.3435,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13442000,Nature Methods,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/typeset/fig03_typeset_300dpi.png,typeset_pdf,1637,2664,0.614,138.52,OBSERVED,,1,230,"[{""pt"": 5.36, ""n_lines"": 122}, {""pt"": 7.04, ""n_lines"": 47}]",5.36,5.36,7.04,INFERRED,5.52,"{""0.25"": 616, ""0.15"": 423, ""0.50"": 31, ""0.30"": 28, ""0.45"": 14, ""0.34"": 3, ""0.47"": 1, ""0.28"": 1, ""1.21"": 1}",0.0317,4,0.881,0.0914,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13442000,Nature Methods,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/typeset/fig04_typeset_600dpi.png,typeset_pdf,4377,2526,1.733,185.27,OBSERVED,,8,95,"[{""pt"": 4.52, ""n_lines"": 28}, {""pt"": 5.53, ""n_lines"": 50}]",4.52,5.53,5.53,INFERRED,7.32,"{""0.25"": 192, ""0.50"": 58, ""0.16"": 16, ""0.44"": 9, ""0.60"": 8, ""1.00"": 7, ""1.19"": 4, ""0.23"": 3, ""3.58"": 2, ""0.45"": 2, ""0.62"": 1}",0.055,2,0.848,0.1605,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13442000,Nature Methods,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/typeset/fig05_typeset_300dpi.png,typeset_pdf,1953,2529,0.772,165.22,OBSERVED,,14,147,"[{""pt"": 5.36, ""n_lines"": 44}, {""pt"": 6.7, ""n_lines"": 81}]",5.36,6.7,6.7,INFERRED,2.4,"{""0.25"": 107, ""0.24"": 36, ""0.42"": 24, ""0.40"": 13, ""0.80"": 7, ""1.00"": 6, ""0.62"": 4, ""0.36"": 4, ""0.50"": 4, ""0.70"": 2, ""0.49"": 1, ""0.37"": 1}",0.0097,2,0.808,0.0302,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13442000,Nature Methods,Nature,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13442000/typeset/fig06_typeset_600dpi.png,typeset_pdf,4422,3841,1.151,187.15,OBSERVED,,11,117,"[{""pt"": 5.53, ""n_lines"": 18}, {""pt"": 6.53, ""n_lines"": 88}]",5.53,6.53,6.53,INFERRED,8.52,"{""0.50"": 58, ""0.25"": 37, ""1.08"": 14, ""0.72"": 13, ""0.36"": 12, ""1.00"": 9, ""1.62"": 6, ""0.35"": 4, ""0.18"": 4, ""0.54"": 2, ""0.52"": 2, ""1.12"": 2}",0.099,5,0.916,0.1515,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13457098,Nature Cell Biology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13457098/typeset/fig01_typeset_300dpi.png,typeset_pdf,2214,1820,1.216,187.41,OBSERVED,,1,72,"[{""pt"": 4.36, ""n_lines"": 38}, {""pt"": 6.03, ""n_lines"": 16}]",4.36,4.36,6.03,INFERRED,,"{""0.36"": 14, ""0.25"": 11, ""0.18"": 7, ""0.72"": 3, ""0.75"": 2, ""0.50"": 2, ""2.00"": 2, ""0.76"": 1, ""0.77"": 1, ""0.74"": 1, ""1.44"": 1, ""0.54"": 1}",0.2616,4,0.668,0.6427,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13457098,Nature Cell Biology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13457098/typeset/fig02_typeset_300dpi.png,typeset_pdf,1635,2364,0.692,138.29,OBSERVED,,8,131,"[{""pt"": 5.36, ""n_lines"": 39}, {""pt"": 6.7, ""n_lines"": 49}, {""pt"": 8.2, ""n_lines"": 34}]",5.36,6.7,8.2,INFERRED,0.48,"{""0.16"": 410, ""0.25"": 410, ""0.36"": 23, ""0.50"": 13, ""0.18"": 6, ""0.15"": 5, ""0.24"": 5, ""0.54"": 1}",0.1567,4,0.5,0.0239,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13457098,Nature Cell Biology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13457098/typeset/fig03_typeset_300dpi.png,typeset_pdf,1753,1723,1.017,148.36,OBSERVED,,1,13,"[{""pt"": 4.36, ""n_lines"": 4}, {""pt"": 5.03, ""n_lines"": 5}]",4.36,5.03,5.03,INFERRED,,"{""0.09"": 56, ""0.25"": 19}",0.1422,5,0.624,0.7788,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13457098,Nature Cell Biology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13457098/typeset/fig04_typeset_300dpi.png,typeset_pdf,1579,2393,0.66,133.62,OBSERVED,,5,237,"[{""pt"": 3.35, ""n_lines"": 36}, {""pt"": 5.36, ""n_lines"": 69}]",3.35,5.36,5.36,INFERRED,,"{""0.34"": 48, ""1.48"": 5, ""4.84"": 5, ""0.67"": 5, ""4.03"": 5, ""0.84"": 3, ""1.78"": 2, ""1.71"": 2, ""2.56"": 2, ""3.76"": 2, ""0.98"": 2, ""0.90"": 2}",0.2389,5,0.452,0.1357,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13457098,Nature Cell Biology,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13457098/typeset/fig05_typeset_300dpi.png,typeset_pdf,2185,1432,1.526,184.95,OBSERVED,,1,131,"[{""pt"": 5.36, ""n_lines"": 22}, {""pt"": 6.37, ""n_lines"": 35}]",5.36,6.37,6.37,INFERRED,,"{""0.25"": 32, ""0.34"": 6, ""1.36"": 2, ""0.50"": 2, ""2.00"": 1}",0.2344,4,0.71,0.4344,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13457098,Nature Cell Biology,Nature,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13457098/typeset/fig06_typeset_300dpi.png,typeset_pdf,2176,1539,1.414,184.18,OBSERVED,,4,115,"[{""pt"": 5.36, ""n_lines"": 23}, {""pt"": 6.7, ""n_lines"": 39}, {""pt"": 8.04, ""n_lines"": 14}, {""pt"": 11.06, ""n_lines"": 12}]",5.36,6.7,11.06,INFERRED,2.64,"{""0.59"": 134, ""0.74"": 134, ""0.33"": 10, ""0.25"": 10, ""2.00"": 7, ""0.06"": 5, ""0.50"": 2}",0.138,4,0.595,0.3105,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13457098,Nature Cell Biology,Nature,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13457098/typeset/fig07_typeset_300dpi.png,typeset_pdf,2142,1544,1.387,181.31,OBSERVED,,1,88,"[{""pt"": 5.36, ""n_lines"": 17}, {""pt"": 7.04, ""n_lines"": 27}]",5.36,7.04,7.04,INFERRED,,"{""0.25"": 14, ""0.67"": 8, ""0.50"": 2, ""0.89"": 2}",0.2706,5,0.731,0.351,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13457098,Nature Cell Biology,Nature,2026,8,PRIVATE_REFERENCE_ONLY/corpus/PMC13457098/typeset/fig08_typeset_300dpi.png,typeset_pdf,1534,890,1.724,129.82,OBSERVED,,8,36,"[{""pt"": 6.7, ""n_lines"": 31}]",6.7,6.7,6.7,INFERRED,3.84,"{""0.30"": 635, ""0.27"": 29, ""0.54"": 4}",0.0977,4,0.761,0.0554,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13457102,Nature Cell Biology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13457102/typeset/fig01_typeset_300dpi.png,typeset_pdf,2108,2349,0.897,178.37,OBSERVED,,6,93,"[{""pt"": 5.02, ""n_lines"": 21}, {""pt"": 6.36, ""n_lines"": 43}]",5.02,6.36,6.36,INFERRED,1.08,"{""0.30"": 69, ""0.25"": 36, ""0.48"": 18, ""0.50"": 12, ""0.96"": 3, ""1.44"": 1, ""0.72"": 1, ""0.83"": 1}",0.1244,1,0.565,0.0399,https://creativecommons.org/licenses/by/4.0/
PMC13457102,Nature Cell Biology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13457102/typeset/fig02_typeset_300dpi.png,typeset_pdf,2155,2685,0.803,182.32,OBSERVED,,12,298,"[{""pt"": 5.36, ""n_lines"": 111}, {""pt"": 6.7, ""n_lines"": 121}]",5.36,6.7,6.7,INFERRED,2.88,"{""0.18"": 13231, ""0.25"": 657, ""0.83"": 145, ""0.50"": 24, ""0.52"": 3}",0.0629,6,0.705,0.0705,https://creativecommons.org/licenses/by/4.0/
PMC13457102,Nature Cell Biology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13457102/typeset/fig03_typeset_300dpi.png,typeset_pdf,2182,1467,1.487,184.66,OBSERVED,,18,92,"[{""pt"": 5.36, ""n_lines"": 68}, {""pt"": 6.7, ""n_lines"": 11}]",5.36,5.36,6.7,INFERRED,0.24,"{""0.26"": 29040, ""0.50"": 23, ""0.54"": 18, ""0.25"": 13, ""0.07"": 12, ""1.06"": 8, ""1.39"": 8, ""1.07"": 7, ""1.00"": 6, ""0.53"": 1}",0.1024,4,0.67,0.2403,https://creativecommons.org/licenses/by/4.0/
PMC13457102,Nature Cell Biology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13457102/typeset/fig04_typeset_300dpi.png,typeset_pdf,2202,2561,0.86,186.33,OBSERVED,,14,139,"[{""pt"": 5.36, ""n_lines"": 69}, {""pt"": 6.7, ""n_lines"": 54}]",5.36,5.36,6.7,INFERRED,4.08,"{""1.11"": 448, ""0.25"": 51, ""0.55"": 42, ""0.10"": 42, ""0.58"": 34, ""0.18"": 20, ""0.28"": 20, ""0.13"": 19, ""1.15"": 18, ""0.56"": 12, ""0.08"": 11, ""0.40"": 10}",0.1399,4,0.772,0.0905,https://creativecommons.org/licenses/by/4.0/
PMC13457102,Nature Cell Biology,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13457102/typeset/fig05_typeset_300dpi.png,typeset_pdf,1782,2077,0.858,150.78,OBSERVED,,9,108,"[{""pt"": 5.36, ""n_lines"": 20}, {""pt"": 6.7, ""n_lines"": 68}]",5.36,6.7,6.7,INFERRED,,"{""0.44"": 275, ""0.25"": 220, ""0.18"": 178, ""0.17"": 149, ""0.16"": 135, ""0.14"": 135, ""0.22"": 97, ""0.19"": 84, ""0.20"": 81, ""0.24"": 53, ""0.13"": 52, ""0.23"": 50}",0.0675,6,0.602,0.034,https://creativecommons.org/licenses/by/4.0/
PMC13457102,Nature Cell Biology,Nature,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13457102/typeset/fig06_typeset_300dpi.png,typeset_pdf,2176,2578,0.844,184.15,OBSERVED,,12,152,"[{""pt"": 3.35, ""n_lines"": 16}, {""pt"": 5.36, ""n_lines"": 65}, {""pt"": 6.37, ""n_lines"": 45}]",3.35,5.36,6.37,INFERRED,5.4,"{""0.26"": 228, ""0.25"": 218, ""0.14"": 144, ""0.27"": 134, ""0.18"": 101, ""0.21"": 74, ""0.11"": 68, ""0.16"": 68, ""0.32"": 58, ""0.23"": 40, ""0.24"": 33, ""0.28"": 33}",0.0925,4,0.771,0.2441,https://creativecommons.org/licenses/by/4.0/
PMC13457102,Nature Cell Biology,Nature,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13457102/typeset/fig07_typeset_300dpi.png,typeset_pdf,2193,2400,0.914,185.63,OBSERVED,,14,209,"[{""pt"": 4.02, ""n_lines"": 26}, {""pt"": 5.36, ""n_lines"": 54}, {""pt"": 6.7, ""n_lines"": 78}]",4.02,6.7,6.7,INFERRED,6.96,"{""0.50"": 28709, ""1.00"": 585, ""0.25"": 76}",0.0311,4,0.606,0.0364,https://creativecommons.org/licenses/by/4.0/
PMC13457102,Nature Cell Biology,Nature,2026,8,PRIVATE_REFERENCE_ONLY/corpus/PMC13457102/typeset/fig08_typeset_300dpi.png,typeset_pdf,2108,2736,0.77,178.39,OBSERVED,,2,185,"[{""pt"": 4.36, ""n_lines"": 23}, {""pt"": 5.36, ""n_lines"": 55}, {""pt"": 6.7, ""n_lines"": 90}]",4.36,6.7,6.7,INFERRED,,"{""0.25"": 90, ""1.00"": 21, ""0.50"": 9, ""0.58"": 6, ""1.16"": 3}",0.0296,5,0.724,0.0409,https://creativecommons.org/licenses/by/4.0/
PMC13461360,Nature Biotechnology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13461360/typeset/fig01_typeset_300dpi.png,typeset_pdf,2215,1884,1.176,187.5,OBSERVED,,1,108,"[{""pt"": 4.02, ""n_lines"": 13}, {""pt"": 5.36, ""n_lines"": 26}, {""pt"": 6.37, ""n_lines"": 28}, {""pt"": 7.04, ""n_lines"": 20}]",4.02,6.37,7.04,INFERRED,2.52,"{""0.18"": 158, ""0.25"": 108, ""0.03"": 100, ""0.24"": 29, ""0.17"": 24, ""0.61"": 12, ""0.13"": 11, ""0.31"": 9, ""0.92"": 6}",0.1208,5,0.639,0.0702,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13461360,Nature Biotechnology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13461360/typeset/fig02_typeset_300dpi.png,typeset_pdf,2185,1129,1.935,184.89,OBSERVED,,11,162,"[{""pt"": 5.03, ""n_lines"": 125}]",5.03,5.03,5.03,INFERRED,3.6,"{""0.25"": 198, ""0.13"": 20, ""0.23"": 16, ""0.33"": 12, ""0.22"": 12, ""0.10"": 8, ""0.28"": 8, ""0.58"": 4, ""0.50"": 2}",0.0426,4,0.502,0.0495,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC13461361,Nature Biotechnology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13461361/typeset/fig01_typeset_300dpi.png,typeset_pdf,2447,2093,1.169,207.06,OBSERVED,,3,185,"[{""pt"": 4.36, ""n_lines"": 57}, {""pt"": 6.7, ""n_lines"": 82}]",4.36,6.7,6.7,INFERRED,5.64,"{""0.20"": 507, ""0.34"": 257, ""0.25"": 87, ""0.54"": 27, ""0.43"": 18, ""0.44"": 16, ""0.56"": 15, ""0.89"": 13, ""0.36"": 12, ""0.50"": 11, ""0.57"": 4, ""0.70"": 3}",0.0684,5,0.546,0.0484,https://creativecommons.org/licenses/by/4.0/
PMC13461361,Nature Biotechnology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13461361/typeset/fig02_typeset_300dpi.png,typeset_pdf,2057,2569,0.801,174.15,OBSERVED,,1,318,"[{""pt"": 4.36, ""n_lines"": 201}, {""pt"": 5.36, ""n_lines"": 36}]",4.36,4.36,5.36,INFERRED,,"{""0.24"": 1754, ""0.25"": 521, ""0.43"": 109, ""0.22"": 80, ""0.38"": 6, ""0.37"": 4, ""0.50"": 3, ""0.80"": 2}",0.1411,4,0.573,0.2321,https://creativecommons.org/licenses/by/4.0/
PMC13461361,Nature Biotechnology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13461361/typeset/fig03_typeset_300dpi.png,typeset_pdf,2206,2024,1.09,186.63,OBSERVED,,2,352,"[{""pt"": 4.35, ""n_lines"": 197}, {""pt"": 6.03, ""n_lines"": 83}]",4.35,4.35,6.03,INFERRED,4.32,"{""0.25"": 1046, ""0.16"": 47, ""0.43"": 36, ""0.19"": 22, ""0.06"": 10, ""0.91"": 6, ""0.36"": 5, ""0.55"": 3, ""0.07"": 2, ""0.13"": 1}",0.1032,4,0.485,0.0917,https://creativecommons.org/licenses/by/4.0/
PMC13461361,Nature Biotechnology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13461361/typeset/fig04_typeset_300dpi.png,typeset_pdf,2145,1254,1.711,181.55,OBSERVED,,1,255,"[{""pt"": 4.36, ""n_lines"": 44}, {""pt"": 4.69, ""n_lines"": 77}, {""pt"": 6.03, ""n_lines"": 89}]",4.36,6.03,6.03,INFERRED,7.92,"{""0.25"": 637, ""0.46"": 40, ""0.23"": 9, ""0.47"": 6, ""0.06"": 5, ""0.14"": 4, ""0.07"": 4, ""0.08"": 4, ""0.59"": 3, ""0.57"": 2, ""0.86"": 1}",0.0198,3,0.519,0.041,https://creativecommons.org/licenses/by/4.0/
PMC13461362,Nature Biotechnology,Nature,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13461362/typeset/fig01_typeset_300dpi.png,typeset_pdf,1105,1218,0.907,93.49,OBSERVED,,1,22,"[{""pt"": 1.67, ""n_lines"": 8}, {""pt"": 4.02, ""n_lines"": 3}, {""pt"": 7.03, ""n_lines"": 4}]",1.67,1.67,7.03,INFERRED,,{},0.3459,1,0.44,0.2041,https://creativecommons.org/licenses/by/4.0/
PMC13461362,Nature Biotechnology,Nature,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13461362/typeset/fig02_typeset_300dpi.png,typeset_pdf,2137,1835,1.165,180.83,OBSERVED,,8,98,"[{""pt"": 4.36, ""n_lines"": 12}, {""pt"": 5.36, ""n_lines"": 63}, {""pt"": 6.37, ""n_lines"": 11}]",4.36,5.36,6.37,INFERRED,6.24,"{""0.50"": 990, ""0.25"": 659, ""0.54"": 7, ""1.08"": 4, ""1.00"": 2}",0.0441,3,0.622,0.0434,https://creativecommons.org/licenses/by/4.0/
PMC13461362,Nature Biotechnology,Nature,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13461362/typeset/fig03_typeset_300dpi.png,typeset_pdf,1821,2734,0.666,154.03,OBSERVED,,1,38,"[{""pt"": 3.68, ""n_lines"": 4}, {""pt"": 5.36, ""n_lines"": 16}, {""pt"": 7.03, ""n_lines"": 15}]",3.68,5.36,7.03,INFERRED,,"{""0.25"": 34, ""0.98"": 4, ""0.74"": 2}",0.0866,3,0.711,0.5079,https://creativecommons.org/licenses/by/4.0/
PMC13461362,Nature Biotechnology,Nature,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13461362/typeset/fig04_typeset_300dpi.png,typeset_pdf,1587,2507,0.633,134.23,OBSERVED,,4,65,"[{""pt"": 5.36, ""n_lines"": 30}, {""pt"": 7.03, ""n_lines"": 16}, {""pt"": 8.37, ""n_lines"": 8}]",5.36,5.36,8.37,INFERRED,0.72,"{""0.25"": 30, ""0.50"": 4}",0.1624,1,0.746,0.519,https://creativecommons.org/licenses/by/4.0/
PMC13461362,Nature Biotechnology,Nature,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13461362/typeset/fig05_typeset_300dpi.png,typeset_pdf,1694,1731,0.979,143.4,OBSERVED,,7,101,"[{""pt"": 5.36, ""n_lines"": 35}, {""pt"": 6.03, ""n_lines"": 17}]",5.36,5.36,6.03,INFERRED,,"{""0.25"": 42}",0.4147,1,0.475,0.3493,https://creativecommons.org/licenses/by/4.0/
PMC13471043,Cancer Cell,Cell,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13471043/figures/Fig1.gif,web_jpeg,100,111,0.901,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0114,1,0.381,0.003,http://creativecommons.org/licenses/by-nc/4.0/
PMC13471043,Cancer Cell,Cell,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13471043/figures/Fig2.jpg,web_jpeg,740,732,1.011,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",6,173,"[{""pt"": 2.27, ""n_lines"": 153}]",2.27,2.27,2.27,ESTIMATED,,,0.0479,2,0.523,0.0262,http://creativecommons.org/licenses/by-nc/4.0/
PMC13471043,Cancer Cell,Cell,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13471043/figures/Fig3.gif,web_jpeg,100,103,0.971,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0293,2,0.473,0.0088,http://creativecommons.org/licenses/by-nc/4.0/
PMC13471043,Cancer Cell,Cell,2026,4,PRIVATE_REFERENCE_ONLY/corpus/PMC13471043/figures/Fig4.jpg,web_jpeg,773,1020,0.758,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",7,205,"[{""pt"": 2.18, ""n_lines"": 155}]",2.18,2.18,2.18,ESTIMATED,,,0.0153,4,0.673,0.0298,http://creativecommons.org/licenses/by-nc/4.0/
PMC13471043,Cancer Cell,Cell,2026,5,PRIVATE_REFERENCE_ONLY/corpus/PMC13471043/figures/Fig5.gif,web_jpeg,100,100,1.0,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,2,[],,,,ESTIMATED,,,0.0369,2,0.504,0.0329,http://creativecommons.org/licenses/by-nc/4.0/
PMC13471043,Cancer Cell,Cell,2026,6,PRIVATE_REFERENCE_ONLY/corpus/PMC13471043/figures/Fig6.gif,web_jpeg,100,113,0.885,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",1,0,[],,,,ESTIMATED,,,0.0707,3,0.481,0.0286,http://creativecommons.org/licenses/by-nc/4.0/
PMC13471043,Cancer Cell,Cell,2026,7,PRIVATE_REFERENCE_ONLY/corpus/PMC13471043/figures/Fig7.jpg,web_jpeg,740,700,1.057,85.0,ESTIMATED,"assumed single column 85.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect <= 1.25",16,117,"[{""pt"": 2.27, ""n_lines"": 75}, {""pt"": 3.64, ""n_lines"": 28}]",2.27,2.27,3.64,ESTIMATED,,,0.0483,5,0.505,0.038,http://creativecommons.org/licenses/by-nc/4.0/
PMC13471043,Cancer Cell,Cell,2026,8,PRIVATE_REFERENCE_ONLY/corpus/PMC13471043/figures/Fig8.gif,web_jpeg,110,79,1.392,174.0,ESTIMATED,"assumed full width 174.0 mm (Cell Press figure guidelines (Wayback 2025-09-11), official_guidelines_audit.csv) because aspect > 1.25",1,0,[],,,,ESTIMATED,,,0.0146,2,0.55,0.0099,http://creativecommons.org/licenses/by-nc/4.0/
PMC13491402,Science,Science,2026,1,PRIVATE_REFERENCE_ONLY/corpus/PMC13491402/figures/Fig1.webp,web_jpeg,1600,2045,0.782,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,192,"[{""pt"": 1.27, ""n_lines"": 20}, {""pt"": 2.12, ""n_lines"": 137}]",1.27,2.12,2.12,ESTIMATED,1.82,,0.0553,3,0.644,0.2301,https://www.sciencemag.org/about/science-licenses-journal-article-reuse
PMC13491402,Science,Science,2026,2,PRIVATE_REFERENCE_ONLY/corpus/PMC13491402/figures/Fig2.gif,web_jpeg,200,166,1.205,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,2,[],,,,ESTIMATED,,,0.02,3,0.46,0.0066,https://www.sciencemag.org/about/science-licenses-journal-article-reuse
PMC13491402,Science,Science,2026,3,PRIVATE_REFERENCE_ONLY/corpus/PMC13491402/figures/Fig3.gif,web_jpeg,142,200,0.71,57.0,ESTIMATED,"assumed single column 57.0 mm (Science instructions for preparing initial manuscript (Wayback 2025-08-10), official_guidelines_audit.csv) because aspect <= 1.25",1,1,[],,,,ESTIMATED,,,0.0267,3,0.564,0.0112,https://www.sciencemag.org/about/science-licenses-journal-article-reuse
